age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
52,housemaid,married,high.school,no,no,no,cellular,oct,tue,297,1,999,2,failure,-3.4,92.431,-26.9,0.728,5017.5,yes
41,admin.,married,university.degree,no,no,no,cellular,jul,mon,1360,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
80,retired,married,basic.4y,no,no,no,cellular,may,mon,382,1,3,3,success,-1.8,93.876,-40,0.697,5008.7,yes
39,management,married,university.degree,unknown,yes,no,cellular,jul,mon,908,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
77,retired,married,basic.4y,no,unknown,unknown,cellular,jul,tue,218,2,3,1,success,-1.7,94.215,-40.3,0.893,4991.6,yes
36,blue-collar,married,unknown,unknown,no,no,telephone,may,thu,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
36,blue-collar,married,high.school,unknown,yes,no,telephone,may,mon,23,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,technician,married,high.school,no,yes,no,cellular,may,thu,90,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
29,blue-collar,single,high.school,no,yes,no,cellular,jul,tue,966,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
30,management,single,university.degree,no,no,yes,cellular,jun,fri,244,7,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
28,admin.,single,professional.course,no,no,no,telephone,may,thu,462,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
59,housemaid,married,professional.course,no,no,no,cellular,may,mon,675,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
28,student,single,high.school,no,yes,yes,telephone,jun,wed,604,6,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
31,admin.,single,university.degree,no,yes,no,telephone,nov,wed,98,2,999,0,nonexistent,-1.1,94.767,-50.8,1.048,4963.6,no
58,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,129,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
35,entrepreneur,single,university.degree,no,yes,no,cellular,jul,wed,156,1,999,2,failure,-1.7,94.215,-40.3,0.802,4991.6,no
38,technician,married,professional.course,no,no,no,cellular,aug,fri,93,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
31,admin.,single,high.school,no,no,no,cellular,nov,wed,511,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes
30,management,married,university.degree,no,no,no,cellular,may,fri,67,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
36,self-employed,single,university.degree,no,no,no,cellular,jun,mon,177,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
34,technician,married,professional.course,no,yes,no,cellular,apr,fri,171,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
27,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,191,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
38,admin.,married,university.degree,no,no,no,cellular,nov,thu,126,1,7,4,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
24,student,single,unknown,no,yes,no,cellular,sep,wed,300,1,5,1,success,-1.1,94.199,-37.5,0.886,4963.6,yes
59,technician,married,basic.6y,unknown,no,no,telephone,may,thu,24,16,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
41,management,married,basic.6y,no,yes,no,telephone,may,wed,648,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
35,admin.,married,university.degree,no,yes,no,cellular,apr,thu,330,1,10,1,success,-1.8,93.749,-34.6,0.644,5008.7,yes
69,retired,divorced,professional.course,no,no,no,cellular,jun,fri,213,6,12,2,failure,-1.7,94.055,-39.8,0.748,4991.6,yes
46,management,married,basic.6y,no,no,no,cellular,may,mon,966,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,yes
32,housemaid,married,basic.4y,no,yes,yes,cellular,may,fri,340,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
48,blue-collar,married,high.school,no,no,no,telephone,may,wed,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,technician,married,high.school,no,yes,no,cellular,may,tue,114,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
37,management,married,university.degree,no,yes,no,cellular,oct,thu,339,3,3,3,success,-1.1,94.601,-49.5,1.025,4963.6,yes
36,management,married,university.degree,no,no,no,cellular,jul,wed,777,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
44,blue-collar,married,basic.4y,no,yes,yes,telephone,dec,mon,119,1,999,0,nonexistent,-0.2,92.756,-45.9,3.053,5176.3,yes
78,retired,divorced,unknown,no,no,no,cellular,jun,thu,544,1,999,0,nonexistent,-1.7,94.055,-39.8,0.729,4991.6,yes
25,technician,single,basic.9y,no,yes,no,cellular,jun,fri,103,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
44,services,divorced,high.school,no,no,no,cellular,may,mon,903,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
48,services,married,high.school,no,yes,no,cellular,aug,wed,132,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
51,technician,married,professional.course,no,yes,no,cellular,jul,thu,135,2,999,1,failure,-2.9,92.469,-33.6,1.072,5076.2,yes
21,student,single,high.school,no,no,no,cellular,jun,thu,400,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
61,retired,married,basic.4y,no,yes,no,cellular,nov,wed,234,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,yes
44,technician,divorced,professional.course,unknown,yes,no,cellular,apr,thu,172,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
38,blue-collar,married,unknown,no,yes,no,cellular,jul,wed,131,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
70,technician,married,unknown,no,no,no,cellular,aug,thu,411,1,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,yes
44,blue-collar,single,professional.course,no,no,no,cellular,mar,mon,239,1,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,yes
31,student,single,unknown,no,yes,no,cellular,aug,thu,306,2,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
29,admin.,married,university.degree,no,yes,no,cellular,aug,wed,718,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
29,admin.,single,university.degree,no,no,no,cellular,jun,wed,192,2,3,4,success,-1.7,94.055,-39.8,0.715,4991.6,yes
33,services,married,high.school,unknown,no,no,telephone,may,fri,483,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
47,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,217,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
32,admin.,married,high.school,unknown,yes,no,telephone,may,mon,35,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
24,student,single,high.school,no,unknown,unknown,cellular,jun,thu,282,3,999,2,failure,-2.9,92.963,-40.8,1.26,5076.2,yes
57,retired,married,basic.4y,no,yes,yes,cellular,jun,tue,162,3,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,yes
37,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,241,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
33,technician,married,university.degree,no,no,no,cellular,sep,wed,216,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,yes
27,admin.,married,high.school,no,no,no,cellular,may,thu,137,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,621,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
33,entrepreneur,single,professional.course,no,yes,no,cellular,mar,fri,373,1,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,yes
33,technician,single,high.school,no,yes,no,cellular,aug,mon,104,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
22,student,single,high.school,no,no,no,cellular,sep,wed,369,3,5,1,success,-1.1,94.199,-37.5,0.886,4963.6,yes
37,technician,married,professional.course,no,no,no,telephone,jun,thu,96,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
32,self-employed,single,university.degree,no,no,no,cellular,apr,thu,394,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
24,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,192,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
36,admin.,married,high.school,no,no,no,telephone,may,thu,263,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
33,blue-collar,single,basic.6y,no,no,no,cellular,jul,thu,854,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
35,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,114,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
40,entrepreneur,divorced,university.degree,no,no,no,cellular,nov,mon,121,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
28,entrepreneur,single,professional.course,no,yes,no,cellular,may,mon,240,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
71,retired,married,basic.9y,no,yes,yes,cellular,jul,fri,230,6,999,0,nonexistent,-1.7,94.215,-40.3,0.896,4991.6,yes
28,admin.,single,university.degree,no,yes,no,cellular,sep,fri,91,1,1,3,success,-3.4,92.379,-29.8,0.773,5017.5,yes
34,admin.,married,high.school,no,yes,yes,cellular,may,tue,179,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
29,admin.,single,university.degree,no,yes,no,cellular,apr,mon,237,4,999,0,nonexistent,-1.8,93.749,-34.6,0.643,5008.7,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,72,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,265,2,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,yes
35,technician,married,professional.course,no,yes,no,cellular,may,thu,590,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
45,technician,single,university.degree,no,no,no,cellular,may,tue,146,2,999,1,failure,-1.8,93.876,-40,0.697,5008.7,yes
34,admin.,married,university.degree,no,no,yes,cellular,may,mon,73,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,118,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
32,technician,single,high.school,no,yes,no,cellular,may,tue,1531,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
23,services,single,high.school,no,no,no,telephone,may,fri,557,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
31,admin.,divorced,university.degree,no,yes,yes,cellular,mar,mon,174,2,999,1,failure,-1.8,92.843,-50,1.56,5099.1,yes
43,technician,married,professional.course,no,no,no,cellular,may,thu,460,1,999,1,failure,-1.8,93.876,-40,0.699,5008.7,yes
50,technician,married,professional.course,no,no,no,cellular,jul,mon,830,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
58,retired,married,professional.course,unknown,no,no,telephone,nov,fri,28,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
34,technician,married,university.degree,no,no,no,cellular,aug,mon,220,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,yes
25,admin.,single,high.school,no,no,no,telephone,may,fri,128,8,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
26,admin.,single,high.school,no,yes,no,telephone,aug,wed,170,1,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,no
33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,173,1,1,1,success,-2.9,92.201,-31.4,0.854,5076.2,yes
38,self-employed,married,basic.9y,no,no,no,cellular,may,wed,1130,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
32,technician,divorced,university.degree,no,yes,no,cellular,jun,mon,532,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
27,blue-collar,single,basic.9y,unknown,yes,yes,cellular,may,thu,623,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
60,retired,married,high.school,no,unknown,unknown,cellular,aug,wed,590,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
53,admin.,married,basic.4y,no,no,no,cellular,aug,fri,91,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36,admin.,married,university.degree,no,yes,no,cellular,jul,tue,716,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
48,self-employed,divorced,university.degree,no,no,no,cellular,aug,fri,222,4,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,yes
34,technician,single,university.degree,no,no,no,cellular,may,fri,162,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
47,self-employed,married,university.degree,no,no,no,cellular,aug,tue,109,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
27,self-employed,single,university.degree,no,no,no,telephone,jun,tue,139,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
37,self-employed,divorced,basic.9y,no,yes,no,cellular,apr,wed,343,2,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,no
52,entrepreneur,married,unknown,no,yes,no,cellular,nov,wed,149,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
24,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,255,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
46,unemployed,married,basic.9y,no,no,no,cellular,jun,tue,200,2,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,yes
45,admin.,divorced,basic.9y,no,yes,no,cellular,nov,wed,575,9,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
26,admin.,married,high.school,no,no,no,cellular,apr,mon,190,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
26,entrepreneur,single,university.degree,no,no,no,telephone,jul,fri,117,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
39,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,103,1,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1,no
50,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,1130,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
60,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,165,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
31,services,single,professional.course,no,yes,no,telephone,oct,tue,373,1,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,yes
40,unemployed,divorced,high.school,no,no,yes,telephone,jun,thu,243,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
57,retired,single,basic.4y,no,yes,no,telephone,jun,thu,107,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
45,unemployed,divorced,basic.6y,no,unknown,unknown,cellular,may,wed,135,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
37,admin.,divorced,university.degree,unknown,yes,no,cellular,may,wed,31,7,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
43,admin.,married,university.degree,no,yes,no,cellular,nov,thu,197,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
59,admin.,single,university.degree,no,no,no,cellular,aug,thu,259,3,15,1,success,-2.9,92.201,-31.4,0.829,5076.2,yes
38,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,555,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
55,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,1077,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,yes
73,retired,married,unknown,no,yes,no,telephone,mar,mon,659,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,yes
36,services,married,high.school,no,yes,yes,cellular,sep,wed,569,3,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,yes
22,blue-collar,married,professional.course,no,yes,no,cellular,jul,fri,161,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,technician,single,university.degree,no,yes,no,telephone,jul,mon,218,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
28,self-employed,single,university.degree,no,no,no,cellular,jun,mon,373,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
29,blue-collar,single,basic.6y,no,no,no,cellular,aug,fri,260,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,yes
44,entrepreneur,single,professional.course,no,no,no,cellular,may,mon,74,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
38,services,single,high.school,unknown,no,yes,telephone,may,thu,1257,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,yes
21,student,single,high.school,no,no,no,cellular,oct,tue,701,2,999,0,nonexistent,-1.1,94.601,-49.5,1.037,4963.6,yes
28,management,married,university.degree,no,no,no,telephone,jun,wed,771,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
51,admin.,single,university.degree,no,no,no,cellular,jun,fri,159,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
30,admin.,divorced,university.degree,no,yes,no,telephone,jul,tue,399,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
35,admin.,single,university.degree,no,yes,no,cellular,aug,mon,773,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
35,entrepreneur,divorced,university.degree,no,yes,no,telephone,jun,mon,351,6,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
24,unknown,single,university.degree,no,no,no,cellular,jun,tue,263,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,yes
34,entrepreneur,married,unknown,no,no,no,cellular,aug,wed,165,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
54,technician,divorced,professional.course,no,yes,yes,cellular,jul,tue,797,14,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
46,services,married,high.school,no,no,no,cellular,apr,mon,53,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
43,admin.,divorced,university.degree,no,no,no,telephone,apr,fri,263,4,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,yes
33,admin.,single,university.degree,no,no,no,cellular,aug,tue,247,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
38,admin.,married,high.school,no,yes,yes,telephone,jun,thu,2028,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
46,blue-collar,unknown,unknown,no,no,no,cellular,may,thu,162,7,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
34,admin.,married,professional.course,no,yes,yes,cellular,sep,tue,409,1,999,1,failure,-1.1,94.199,-37.5,0.877,4963.6,yes
71,retired,married,professional.course,no,no,no,cellular,apr,thu,559,1,999,0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,yes
48,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,619,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
40,management,married,university.degree,no,no,no,cellular,nov,fri,132,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
32,admin.,single,university.degree,no,yes,yes,cellular,sep,tue,69,2,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,no
53,management,divorced,university.degree,no,no,yes,cellular,nov,fri,368,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,yes
29,admin.,married,high.school,no,yes,no,cellular,sep,thu,147,3,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
42,entrepreneur,married,basic.4y,no,yes,yes,cellular,nov,wed,20,4,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
52,management,married,university.degree,no,yes,no,cellular,may,fri,787,3,3,3,success,-1.8,93.876,-40,0.684,5008.7,yes
35,self-employed,married,university.degree,no,yes,no,cellular,jul,thu,50,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
33,technician,married,high.school,no,no,yes,cellular,aug,thu,401,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
41,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,326,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
28,services,married,high.school,no,yes,no,telephone,may,tue,176,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
18,student,single,unknown,no,yes,no,telephone,may,tue,421,1,3,1,success,-1.8,93.876,-40,0.668,5008.7,yes
36,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,522,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
26,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,145,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
48,admin.,married,high.school,no,no,no,cellular,aug,thu,663,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
60,admin.,married,high.school,unknown,no,no,cellular,jul,tue,320,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
57,management,married,university.degree,unknown,no,no,telephone,may,tue,190,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,fri,136,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,91,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
58,retired,married,basic.4y,no,no,no,cellular,apr,thu,266,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,yes
29,admin.,single,university.degree,no,yes,no,cellular,mar,mon,361,1,3,3,success,-1.8,93.369,-34.8,0.646,5008.7,yes
38,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,fri,764,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
48,services,married,basic.6y,no,no,no,cellular,sep,mon,188,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
31,technician,divorced,professional.course,no,no,no,cellular,aug,mon,231,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
17,student,single,unknown,no,no,yes,cellular,oct,tue,896,1,2,2,success,-3.4,92.431,-26.9,0.742,5017.5,yes
38,self-employed,married,basic.9y,no,no,yes,cellular,may,wed,482,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
28,admin.,single,university.degree,unknown,no,yes,telephone,may,wed,74,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29,admin.,single,university.degree,no,yes,no,cellular,jun,mon,97,4,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,no
33,admin.,married,high.school,no,yes,yes,telephone,may,wed,1044,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
42,self-employed,divorced,university.degree,unknown,yes,no,cellular,jul,mon,643,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,admin.,married,university.degree,no,yes,no,cellular,oct,tue,213,1,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,yes
56,technician,married,professional.course,no,yes,no,cellular,jul,mon,207,2,13,1,success,-1.7,94.215,-40.3,0.87,4991.6,yes
33,admin.,single,university.degree,no,no,no,telephone,nov,thu,109,1,999,0,nonexistent,-0.1,93.2,-42,4.245,5195.8,no
